0,1,2,3,4,5,6,7,8,9,10,11
0,1,1,1,1,1,0,1,0,0,oe,m
0,1,1,0,0,0,0,0,0,1, a,p
0,0,0,0,0,0,0,0,0,0,fm, 
0,1,1,1,1,1,0,1,0,1, y,m
0,1,1,1,1,1,0,1,0,1,m ,y
0,1,0,0,0,0,0,0,0,1, o,b
1,0,0,1,0,1,1,1,0,0,sb, 
0,1,1,1,1,1,1,1,0,0,lo,o
1,0,0,1,0,1,1,1,0,0,ae,c
1,0,0,1,0,1,1,1,0,0,ol,-
0,1,1,1,1,1,1,0,0,1,i ,n
0,0,1,0,0,1,0,1,0,1,h ,e
0,1,1,1,1,0,1,1,0,0,il,s
1,0,0,1,0,1,1,1,0,0,il,l
0,0,1,0,0,1,0,0,0,0,ei, 
0,1,1,0,0,0,0,0,0,0,mo,p
1,0,0,1,0,1,1,1,0,0,ti, 
0,0,1,0,0,1,0,0,0,0,gt, 
0,0,1,0,1,0,0,0,0,0,te,h
0,0,1,0,0,1,0,1,0,0,td,e
1,0,0,1,0,1,1,1,0,1,r ,t
0,0,0,1,0,1,0,0,0,0,IE,T
0,1,1,1,1,1,0,1,0,0,-u,m
1,0,0,1,0,1,1,1,0,0,hr,e
0,0,1,0,0,1,0,1,0,0,ns,e
0,1,1,1,1,1,0,0,0,1, h,t
1,0,0,1,0,1,1,1,0,0,fc,i
0,0,1,0,1,0,0,0,0,0,",w", 
0,0,0,0,1,1,0,0,0,1,U ,","
0,1,1,0,0,0,0,0,0,0,dR, 
0,0,1,0,0,1,0,0,0,0,ft, 
0,1,1,1,1,1,0,0,0,0,uh,t
0,1,1,0,0,0,0,0,0,0,te,h
0,1,1,1,1,1,1,1,0,0,tw,o
0,0,1,0,1,1,1,1,0,0,e-,.
1,0,0,1,0,1,1,1,1,0,4-,4
1,0,0,1,0,1,1,1,0,0,r.,k
0,0,1,0,0,1,1,0,0,0,At,f
1,0,0,1,0,1,1,1,0,0,sa,e
1,0,0,1,0,1,1,1,0,1, o,c
0,0,1,0,1,0,0,0,0,0,ni, 
0,0,0,0,0,0,0,0,0,0,ni, 
0,0,1,0,0,1,0,0,0,0,ie,d
0,0,1,0,0,1,0,1,0,0,cn,e
1,0,0,1,0,1,1,1,0,0,oe,g
1,0,0,1,0,1,1,1,0,0,cn,e
0,0,1,0,0,1,0,1,0,1,h ,e
0,0,1,0,0,1,0,0,0,0,ue,d
1,0,0,1,0,1,1,1,0,0,"e,",r
0,1,1,1,1,1,0,1,0,1, e,m
0,0,1,0,0,1,0,1,0,0,cr,e
0,0,0,0,0,0,0,0,0,0,",a", 
0,0,0,0,0,0,0,0,1,0,6m, 
0,0,1,0,0,1,0,0,0,0,nw, 
1,0,0,1,0,1,1,1,0,0,ot,u
1,0,0,1,0,1,1,1,0,0,nq,i
0,1,1,0,0,0,0,0,0,0,ut,a
1,0,0,1,0,1,1,1,0,0,ta,h
0,0,1,0,1,0,0,0,0,1,t ,h
0,0,1,0,0,1,0,0,0,0,tD, 
0,0,1,0,1,1,1,1,0,0,rv,o
0,1,1,1,1,1,0,0,0,1, h,t
1,0,0,1,0,1,1,1,1,1, 4,3
0,0,1,0,1,0,0,1,0,0,hl,i
1,0,0,1,0,1,1,1,0,0,oi,v
1,0,0,1,0,1,1,1,0,0,rs,a
1,0,0,1,0,1,1,1,0,0,tr,u
0,0,1,0,0,1,0,0,0,0,sw, 
1,0,0,1,0,1,1,1,0,0,e.,s
0,0,1,0,1,0,1,0,0,0,s-,.
0,0,1,1,1,0,1,1,1,0,4-,9
0,0,1,0,1,1,1,1,0,0,od,-
0,0,1,0,1,0,0,0,0,0,te,h
0,1,1,0,0,0,0,0,0,0,dt, 
1,0,0,1,0,1,1,1,0,0,"a,",y
1,0,0,1,0,1,1,1,0,1, e,w
0,1,1,0,0,0,0,0,0,1, l,p
1,0,0,1,0,1,1,1,0,0,la,e
1,0,0,1,0,1,1,1,0,0,sd,e
1,0,0,1,0,1,1,1,0,0,dt, 
0,0,0,0,0,0,0,0,1,0,y3, 
1,0,0,1,0,1,1,1,1,0,3s,2
0,1,0,1,1,1,1,1,0,1, o,W
0,0,1,0,1,1,1,1,0,0,Wl,o
0,0,1,0,1,0,0,1,0,1, -,-
0,0,0,0,1,1,0,0,0,1,o ,","
0,0,1,1,1,1,1,0,0,1, -,6
0,1,1,1,1,1,1,1,0,0,tn,o
0,0,0,0,1,1,0,1,1,0,63,-
0,1,1,0,0,0,0,0,0,0,tS, 
0,1,1,0,0,0,0,0,0,1, a,h
1,0,0,1,0,1,1,1,0,1, e,b
0,1,1,1,1,1,1,1,0,0,cm,o
0,0,1,0,1,0,0,0,0,0,ep, 
1,0,0,1,0,1,1,1,0,1, r,p
0,0,1,0,0,1,0,0,0,0,st, 
1,0,0,1,0,1,1,1,0,0,or,u
1,0,0,1,0,1,1,1,0,0,rs,i
1,0,0,1,0,1,1,1,0,0,Ln,a
0,1,1,1,1,1,1,0,0,0,ak,n
0,1,1,1,1,1,1,0,0,0,ee,v
1,0,0,1,0,1,1,1,0,1,l ,y
1,0,0,1,0,1,1,1,0,1,i ,n
1,0,0,1,0,1,1,1,0,0,er,o
1,0,0,1,0,1,1,1,0,0,sn,a
1,0,0,1,0,1,1,1,0,0,vs,e
0,1,1,1,1,1,0,0,0,1, i,l
1,0,0,1,0,1,1,1,0,0,lc,i
1,0,0,1,0,1,1,1,0,0,hv,a
0,1,1,1,1,1,1,0,0,0,ie,n
0,0,1,0,0,1,0,0,0,0,ef, 
0,1,1,1,1,1,1,0,0,1,i ,n
0,0,1,0,1,1,1,1,0,0,cn,o
0,0,1,0,1,0,0,0,0,0,ed, 
0,0,1,0,1,0,0,1,0,0,ds,i
1,0,0,1,0,1,1,1,0,0,er,a
0,1,1,1,1,1,1,0,0,0,ac,n
0,0,1,0,1,1,1,1,0,0,lw,o
1,0,0,1,0,1,1,1,0,0,oa,w
0,1,1,1,1,1,1,1,0,0,mr,o
0,1,1,0,0,0,0,0,0,0,et, 
0,1,1,0,0,0,0,0,0,0,te,h
1,0,0,1,0,1,1,1,0,0,er,a
1,0,0,1,0,1,1,1,0,1,n ,t
0,0,0,0,0,0,0,0,0,0,sh, 
0,1,1,0,0,0,0,0,0,1,  ,a
0,0,1,0,0,1,0,0,0,0,"a""", 
0,1,1,1,1,1,0,1,0,0,"u""",y
1,0,0,1,0,1,1,1,0,1, r,o
1,0,0,1,0,1,1,1,0,0,pr,e
1,0,0,1,0,1,1,1,0,1,e ,y
1,0,0,1,0,1,1,1,0,0,oe,v
0,0,1,0,1,1,1,1,0,0,cr,o
0,0,0,0,1,1,0,0,0,1,y ,","
0,0,0,1,0,1,0,0,0,1,. ,4
1,0,0,1,0,1,1,1,1,0,36,5
1,0,0,1,0,1,1,1,0,0,Fi,r
1,0,0,1,0,1,1,1,1,1, 0,2
0,1,1,1,1,1,1,1,0,1, a,w
1,0,0,1,0,1,1,1,0,0,wy,a
0,1,1,1,1,1,0,0,0,0,sa,t
1,0,0,1,0,1,1,1,0,0,l-,.
1,0,0,1,0,1,1,1,0,0,ea,p
1,0,0,1,0,1,1,1,0,0,ul,b
1,0,0,1,0,1,1,1,0,1,h ,e
1,0,0,1,0,1,1,1,0,0,SF, 
0,1,1,0,0,0,0,0,0,0,na,d
0,0,1,0,1,0,0,1,0,0,hc,i
0,0,0,0,0,0,0,0,0,0,at, 
0,1,1,1,1,1,1,1,0,0,fr,o
0,0,1,0,0,1,0,0,0,0,ep, 
1,0,0,1,0,1,1,1,0,0,es,r
1,0,0,1,0,1,1,1,0,0,ad,n
0,0,1,0,0,1,0,0,0,0,sa, 
0,0,1,0,1,0,0,0,0,0,t',h
0,0,1,0,0,1,1,0,0,0,ne,g
1,0,0,1,0,1,1,1,0,0,ik,s
1,0,0,1,0,1,1,1,0,0,ik,s
0,0,1,0,0,1,0,1,0,0,hc,e
0,0,1,0,0,1,0,0,0,0,ns, 
1,0,0,1,0,1,1,1,0,1, r,f
0,0,1,0,0,1,0,0,0,1,n ,d
0,0,1,0,0,1,0,0,0,0,df, 
1,0,0,1,0,1,1,1,0,0,se,p
0,0,1,0,0,1,0,1,0,0,pc,e
1,0,0,1,0,1,1,1,0,0,yg, 
0,0,0,0,0,1,0,1,0,0,la,e
1,0,0,1,0,1,1,1,0,1,g ,","
0,0,1,0,1,0,0,0,0,0,",o", 
0,1,1,0,0,0,0,0,0,0,vr,a
0,1,1,1,1,0,1,1,0,1,u ,s
1,0,0,1,0,1,1,1,0,0,ot,u
1,0,0,1,0,1,1,1,0,0,on,n
0,1,1,1,1,1,1,0,0,0,ne,n
0,1,1,1,1,1,0,0,0,0,ci,t
0,0,1,0,1,0,0,0,0,0,"""s", 
0,1,1,1,1,1,1,1,0,0,Te,r
0,0,1,0,0,1,0,0,0,0,ap, 
0,0,1,0,1,0,0,0,0,0,co,h
0,0,0,1,0,1,0,0,0,1, o,T
1,0,0,1,0,1,1,1,1,1, 6,3
1,0,0,1,0,1,1,1,1,0,6-,1
1,0,0,1,0,1,1,1,0,0,tn,i
1,0,0,1,0,1,1,1,0,1,n ,g
0,1,1,1,1,1,0,0,0,0,ns,t
1,0,0,1,0,1,1,1,0,0,ie,t
1,0,0,1,0,1,1,1,0,1,t ,e
1,0,0,1,0,1,1,1,1,0,4-,5
0,0,1,0,0,1,0,0,0,0,ep, 
0,0,1,0,1,0,0,1,0,0,to,i
1,0,0,1,0,1,1,1,0,0,ea,m
0,1,1,1,1,1,0,0,0,0,c.,t
0,1,1,1,1,1,0,0,0,0,rh,t
1,0,0,1,0,1,1,1,0,0,os,n
0,0,1,0,0,1,0,0,0,0,da, 
0,1,1,1,1,1,0,0,0,0,so,l
1,0,0,1,0,1,1,1,0,0,"n,",s
1,0,0,1,0,1,1,1,0,0,",c", 
1,0,0,1,0,1,1,1,0,0,iu,n
1,0,0,1,0,1,1,1,0,0,et,s
1,0,0,1,0,1,1,1,0,1,t ,s
0,0,1,0,1,0,1,0,0,0,US,.
0,0,1,0,0,1,0,0,1,0,6-,4
1,0,0,1,0,1,1,1,0,0,hn,a
0,0,1,1,1,1,0,0,0,1,s ,","
1,0,0,1,0,1,1,1,0,0,",I", 
1,0,0,1,0,1,1,1,0,0,ik,n
0,0,1,0,1,0,0,0,0,0,gt,h
0,0,1,0,0,1,0,0,0,0,EL, 
0,1,1,0,0,0,0,0,0,0,mo, 
0,1,1,0,0,0,0,0,0,1, i,h
1,0,0,1,0,1,1,1,0,0,ie,t
1,0,0,1,0,1,1,1,1,1, 6,3
0,0,1,0,1,0,0,1,0,0,rv,i
0,0,1,0,1,0,0,0,0,1,d ,","
0,1,1,0,0,0,0,0,0,0,na, 
0,0,0,0,0,0,0,0,0,0,as, 
1,0,0,1,0,1,1,1,0,0,sc,e
0,1,1,1,1,1,0,0,0,0,fo,l
0,0,1,0,1,0,0,0,0,0,rc, 
0,0,0,0,1,1,0,0,0,1,r ,","
0,1,1,0,0,0,0,0,0,1, e,d
0,1,1,1,1,1,0,1,0,0,gn,u
0,1,1,1,1,1,1,1,0,0,-a,w
0,1,1,0,0,0,0,0,0,1, b,a
0,0,1,0,0,1,0,0,0,0,ga, 
0,1,1,1,1,1,1,1,0,0,ra,o
0,0,1,0,0,1,0,0,0,0,mO, 
0,0,1,0,1,0,0,0,0,0,mO, 
0,0,1,0,0,1,0,0,0,0,",a", 
0,1,1,0,0,0,0,0,0,0,no, 
0,0,1,0,1,0,0,0,1,0,6-,8
0,0,0,1,0,1,0,0,0,1,- ,4
0,0,1,0,0,1,0,1,0,0,wr,a
0,0,1,0,1,0,0,0,0,0,ta, 
0,0,0,0,0,0,0,0,0,0,ta, 
0,1,1,1,1,1,1,1,0,0,lu,o
1,0,0,1,0,1,1,1,0,1, o,b
1,0,0,1,0,1,1,1,0,1, h,t
0,0,1,0,1,0,0,0,0,0,dt, 
1,0,0,1,0,1,1,1,0,1,n ,s
0,0,1,0,0,1,0,0,0,0,ad, 
0,0,1,0,0,1,0,1,0,0,rc,e
1,0,0,1,0,1,1,1,0,0,es,r
1,0,0,1,0,1,1,1,0,1,h ,e
1,0,0,1,0,1,1,1,0,0,kl,i
1,0,0,1,0,1,1,1,0,0,il,l
0,1,1,1,1,1,1,0,0,1,i ,n
0,0,1,0,1,0,0,0,0,0,sr, 
0,1,1,0,0,0,0,0,1,0,6e, 
0,1,1,1,1,1,0,1,0,0,er,u
0,0,1,0,1,1,1,1,0,0,rs,o
0,1,1,1,1,1,1,0,0,0,ig,n
0,0,1,0,1,0,0,0,0,0,ew, 
1,0,0,1,0,1,1,1,0,1, i,d
0,0,1,0,0,1,0,0,0,0,em, 
1,0,0,1,0,1,1,1,1,1, 0,2
0,0,0,0,0,1,1,1,0,0,AO,G
0,0,1,1,1,1,0,0,0,0,gi,l
1,0,0,1,0,1,1,1,0,1, h,t
0,1,1,1,1,1,1,0,0,0,es,n
0,1,0,1,1,1,0,1,0,1,t ,y
0,0,0,0,0,0,0,0,0,0,dm, 
1,0,0,1,0,1,1,1,0,1,n ,e
1,0,0,1,0,1,1,1,0,0,l',d
0,1,1,1,1,0,1,1,0,1,' ,s
0,0,1,0,0,1,0,0,0,0,eu, 
1,0,0,1,0,1,1,1,0,0,ei,r
1,0,0,1,0,1,1,1,0,1,o ,k
1,0,0,1,0,1,1,1,0,1, h,t
1,0,0,1,0,1,1,1,0,1,h ,e
0,0,1,1,1,1,1,0,0,0,d-,.
1,0,0,1,0,1,1,1,0,1, a,h
0,1,1,0,0,0,0,0,0,1,a ,d
1,0,0,1,0,1,1,1,0,1,o ,n
1,0,0,1,0,1,1,1,0,0,cn,e
1,0,0,1,0,1,1,1,0,0,ad,n
1,0,0,1,0,1,1,1,1,1, 7,3
0,0,1,0,0,1,0,0,1,0,7-,4
0,1,1,0,0,0,0,0,0,1, f,a
0,0,0,0,0,0,0,0,0,0,-a, 
1,0,0,1,0,1,1,1,0,0,ut,r
0,0,1,0,1,0,0,0,0,1,t ,h
0,0,1,0,0,1,0,0,0,0,nt, 
0,0,1,0,0,1,0,0,0,0,ya, 
0,0,1,1,1,1,0,0,1,1, 0,4
0,0,1,0,1,0,0,0,0,0,nt, 
0,0,1,0,1,0,0,0,0,0,te,h
0,1,1,1,1,1,1,1,0,1,t ,o
0,0,1,0,0,1,0,0,0,1,s ,","
0,0,1,0,1,0,0,0,0,0,no, 
0,1,1,1,1,1,1,0,0,1,a ,n
1,0,0,1,0,1,1,1,0,1, h,t
0,0,1,0,1,0,0,1,0,0,bl,i
1,0,0,1,0,1,1,1,0,0,li,l
1,0,0,1,0,1,1,1,0,0,li,l
1,0,0,1,0,1,1,1,0,1,a ,s
1,0,0,1,0,1,1,1,0,0,te,h
1,0,0,1,0,1,1,1,0,1,m ,e
0,0,0,0,0,1,1,1,0,0,ts,'
0,0,0,1,0,1,1,1,1,0,39,7
0,0,1,0,1,0,0,1,1,0,7-,9
0,0,1,0,0,0,1,1,0,0,Ar,c
1,0,0,1,0,1,1,1,0,0,oi,l
0,0,1,0,1,1,1,1,0,0,lc,o
0,0,1,0,0,1,0,1,0,0,rs,e
1,0,0,1,0,1,1,1,0,0,te,h
0,0,1,0,0,1,0,1,0,0,ha,e
0,0,1,0,1,0,0,0,0,0,nB, 
1,0,0,1,0,1,1,1,0,0,as,l
1,0,0,1,0,1,1,1,0,0,ae,v
1,0,0,1,0,1,1,1,0,1,e ,r
0,1,1,1,1,1,0,1,0,1,i ,m
0,0,1,0,0,1,1,0,0,1, o,f
0,0,1,0,0,1,0,1,0,1,h ,e
0,0,1,0,0,0,1,1,0,0,re,c
0,0,1,0,0,1,0,0,0,0,ea, 
0,1,1,1,1,1,1,1,0,0,sl,o
0,1,1,0,0,0,0,0,0,0,"""t", 
0,0,1,0,1,0,0,0,0,0,or, 
0,0,0,0,0,0,0,0,0,0,or, 
1,0,0,1,0,1,1,1,0,1, l,A
1,0,0,1,0,1,1,1,0,1, n,a
0,1,1,0,0,0,0,0,0,0,Gb, 
1,0,0,1,0,1,1,1,0,0,te,h
0,0,1,0,0,1,1,0,0,1,o ,f
0,0,1,0,0,1,0,0,0,1,n ,d
0,0,1,0,1,0,0,1,0,0,ez,i
0,0,1,0,0,1,0,0,0,0,et, 
1,0,0,1,0,1,1,1,0,0,mi, 
0,1,1,1,1,1,0,0,0,0,no,t
0,1,1,0,0,0,0,0,0,0,ts, 
0,1,1,1,1,1,1,0,0,0,ec,n
0,0,1,0,0,1,0,0,0,0,eI, 
0,1,1,1,1,1,1,1,0,1, u,o
1,0,0,1,0,1,1,1,0,0,ai,b
1,0,0,1,0,1,1,1,0,0,Nt,a
1,0,0,1,0,1,1,1,0,1, e,C
0,1,1,0,0,0,0,0,0,0,rF, 
0,1,0,0,0,0,0,0,0,1, e,H
0,1,0,1,1,0,1,1,0,1, t,S
1,0,0,1,0,1,1,1,0,0,vn,e
1,0,0,1,0,1,1,1,0,1, v,e
1,0,0,1,0,1,1,1,0,0,re,w
1,0,0,1,0,1,1,1,0,1,n ,d
0,1,1,0,0,0,0,0,0,0,te,h
0,0,1,0,0,1,0,0,0,0,sf, 
0,0,1,0,0,1,1,0,0,1, a,f
0,1,1,1,1,1,1,1,0,1, i,w
1,0,0,1,0,1,1,1,0,1,s ,o
0,0,1,0,0,1,0,0,0,0,a.,d
0,0,1,1,1,0,1,1,1,1, 8,3
1,0,0,1,0,1,1,1,0,0,tt, 
1,0,0,1,0,1,1,1,0,0,sp,u
1,0,0,1,0,1,1,1,0,1,o ,n
1,0,0,1,0,1,1,1,0,1, s,i
1,0,0,1,0,1,1,1,0,0,ds, 
0,0,0,0,0,0,0,0,0,0,sm, 
0,0,0,0,0,0,0,0,0,0,ec, 
1,0,0,1,0,1,1,1,0,0,lt,e
0,0,1,0,1,0,0,1,0,0,er,i
1,0,0,1,0,1,1,1,0,1, s,u
0,1,1,0,0,0,0,0,0,0,lo, 
0,0,1,1,1,1,1,0,0,0,oe,v
1,0,0,1,0,1,1,1,0,1, r,a
0,0,1,0,0,1,0,0,0,0,"t""",","
0,1,1,1,1,1,1,1,0,1, a,s
0,1,1,0,0,0,0,0,0,0,aL, 
0,1,1,0,0,0,0,0,0,0,",a", 
0,0,0,0,0,0,0,0,0,0,af, 
1,0,0,1,0,1,1,1,0,0,dn,e
1,0,0,1,0,1,1,1,0,1, h,w
0,0,1,0,0,1,0,0,0,0,on, 
1,0,0,1,0,1,1,1,0,0,ie,v
1,0,0,1,0,1,1,1,0,0,hs,u
0,0,1,1,1,0,1,1,1,1, 8,3
0,0,1,0,0,1,0,1,0,1,p ,e
1,0,0,1,0,1,1,1,0,0,"r,",e
0,1,1,0,0,0,0,0,0,0,te,h
0,1,1,0,0,0,0,0,0,0,ce,h
1,0,0,1,0,1,1,1,0,0,st, 
1,0,0,1,0,1,1,1,0,0,hP, 
1,0,0,1,0,1,1,1,0,0,rn,o
0,1,1,0,0,0,0,0,0,0,ee, 
0,0,1,0,0,1,0,0,0,1, a,d
1,0,0,1,0,1,1,1,0,1, y,m
1,0,0,1,0,1,1,1,0,0,",t", 
1,0,0,1,0,1,1,1,0,0,",t", 
1,0,0,1,0,1,1,1,0,1,i ,s
0,0,1,0,1,1,1,1,0,0,rr,o
0,1,1,0,0,0,0,0,0,0,te, 
0,0,1,0,0,1,0,0,0,0,ie,d
0,1,1,0,0,0,0,0,0,1,  ,a
0,1,1,1,1,0,1,1,0,1,t ,y
0,1,1,0,0,0,0,0,0,0,yf, 
1,0,0,1,0,1,1,1,0,0,"""M", 
1,0,0,1,0,1,1,1,1,0,8-,9
0,0,1,0,1,0,0,0,0,0,eR, 
0,0,1,0,0,1,0,1,0,0,cn,e
1,0,0,1,0,1,1,1,0,0,et,n
1,0,0,1,0,1,1,1,0,0,uc,r
1,0,0,1,0,1,1,1,0,0,om,r
0,1,1,0,0,0,0,0,0,0,yk, 
0,0,1,0,1,0,0,0,0,0,aS, 
0,1,1,0,0,0,0,0,0,0,lN, 
0,1,0,0,0,0,0,0,0,0,-A,L
1,0,0,1,0,1,1,1,0,1,' ,s
0,0,1,0,0,0,1,1,0,0,-W,""""
1,0,0,1,0,1,1,1,0,0,wr,e
1,0,0,1,0,1,1,1,0,0,ap,p
1,0,0,1,0,1,1,1,0,1, h,w
0,0,1,0,1,0,0,0,0,0,tw, 
0,1,1,0,0,0,0,0,0,0,dt, 
0,0,1,0,0,0,1,1,0,1, o,c
0,1,1,1,1,1,1,1,0,0,ol,o
0,0,0,0,1,1,1,0,0,0,l-,.
1,0,0,1,0,1,1,1,0,1, i,K
0,1,1,0,0,0,0,0,0,0,lF, 
0,0,1,0,0,0,1,1,0,0,ut,c
1,0,0,1,0,1,1,1,0,0,rt,a
0,0,1,1,1,1,0,0,0,1,s ,","
1,0,0,1,0,1,1,1,0,1, i,f
1,0,0,1,0,1,1,1,0,0,nl,a
1,0,0,1,0,1,1,1,0,0,s.,t
0,0,1,0,0,1,0,0,0,0,da, 
0,0,0,0,0,0,1,1,0,0,AC,C
1,0,0,1,0,1,1,1,0,0,Ca, 
0,0,1,0,1,0,0,1,0,0,Ca, 
1,0,0,1,0,1,1,1,1,1, 0,2
1,0,0,1,0,1,1,1,0,0,lT,-
1,0,0,1,0,1,1,1,0,0,ae,m
1,0,0,1,0,1,1,1,0,0,to,i
0,1,1,1,1,1,1,1,0,0,in,o
1,0,0,1,0,1,1,1,0,1,h ,e
1,0,0,1,0,1,1,1,0,0,ev, 
0,1,1,1,1,1,1,0,0,0,ed,n
0,0,1,0,0,1,0,0,0,1,l ,d
0,0,1,0,1,0,1,0,0,0,a-,.
0,0,0,0,0,0,1,1,0,0,-o,C
0,0,1,0,0,1,0,0,0,0,of, 
0,1,1,1,1,1,0,1,0,0,fn,u
0,0,1,0,0,1,0,0,0,0,es, 
1,0,0,1,0,1,1,1,0,0,sh,c
1,0,0,1,0,1,1,1,1,0,2.,5
1,0,0,1,0,1,1,1,0,0,",w", 
0,1,1,1,1,1,0,0,0,0,au,t
0,1,1,1,1,1,0,1,0,0,tr,u
1,0,0,1,0,1,1,1,0,1, -,-
0,1,1,0,0,0,0,0,0,1, i,h
0,0,1,0,0,1,0,1,0,0,gr,e
0,0,1,0,1,1,1,1,0,0,bu,o
1,0,0,1,0,1,1,1,0,1,e ,y
0,0,0,0,0,0,0,0,0,0,sb, 
1,0,0,1,0,1,1,1,0,0,te,h
0,1,1,1,1,0,1,1,0,1,n ,s
0,0,1,0,1,0,0,0,0,0,sa, 
1,0,0,1,0,1,1,1,0,0,sa, 
0,0,1,0,1,1,1,1,0,0,ms,o
0,0,1,0,1,1,1,1,0,0,s-,.
0,1,1,1,1,0,1,1,0,0,is,s
0,0,1,0,0,1,0,1,0,0,dn,e
0,0,1,0,0,0,1,1,0,1, i,c
0,1,1,1,1,0,1,1,0,1, o,z
0,0,1,0,1,0,0,1,0,0,nn,i
1,0,0,1,0,1,1,1,0,1,e ,r
0,1,1,0,0,0,0,0,0,0,"f""", 
0,0,0,0,0,0,0,0,0,0,ra, 
0,0,1,0,1,0,0,0,0,0,tt, 
1,0,0,1,0,1,1,1,0,0,ta, 
1,0,0,1,0,1,1,1,0,0,ae,r
0,0,1,0,0,1,0,1,0,1,r ,e
0,1,1,1,1,1,1,0,0,0,ot,n
0,0,0,1,0,0,0,1,1,0,0-,1
0,1,1,1,1,0,1,1,0,1, t,s
0,1,1,1,1,1,1,1,0,0,ok,o
1,0,0,1,0,1,1,1,0,1, u,o
0,0,1,0,1,0,0,0,0,0,",e", 
0,1,1,1,1,1,1,1,0,0,ol,o
1,0,0,1,0,1,1,1,0,0,to,i
0,0,0,0,0,0,0,0,0,0,eo, 
0,0,0,0,0,0,0,0,0,0,ew, 
1,0,0,1,0,1,1,1,0,1, b,a
1,0,0,1,0,1,1,1,0,0,le,l
0,0,1,0,0,1,0,1,0,0,ln,e
1,0,0,1,0,1,1,1,0,1, u,m
0,1,1,0,0,0,0,0,0,1, r,p
0,0,1,0,1,1,1,1,0,0,ln,o
1,0,0,1,0,1,1,1,0,1,n ,d
0,0,1,0,0,1,0,0,0,0,er, 
0,1,1,1,1,0,1,1,0,0,ot,s
0,0,1,0,1,0,0,0,0,0,es, 
0,1,1,1,1,1,1,0,0,1,o ,n
0,0,1,0,0,1,0,0,0,0,to, 
1,0,0,1,0,1,1,1,0,1, y,m
0,0,0,0,0,0,0,0,0,0,st, 
0,0,1,0,1,0,0,0,0,0,st, 
1,0,0,1,0,1,1,1,0,0,ta, 
0,1,1,0,0,0,0,0,0,0,sc, 
0,1,1,0,0,0,0,0,0,0,mr,p
0,1,1,0,0,0,0,0,0,1, c,a
0,0,0,1,0,1,0,0,1,1, 0,4
1,0,0,1,0,1,1,1,0,0,Sn,e
1,0,0,1,0,1,1,1,0,0,ae,t
0,0,1,1,1,1,0,1,1,1,9 ,5
0,1,1,1,1,1,1,0,0,0,ad,n
0,1,1,0,0,0,0,0,0,0,ta, 
0,1,1,1,1,0,1,1,0,1, e,s
0,1,1,0,0,0,0,0,0,0,er,a
0,1,1,1,1,1,1,1,0,0,yu,o
0,0,1,0,1,0,0,0,0,0,el, 
0,0,0,0,0,0,0,0,0,0,ec, 
1,0,0,1,0,1,1,1,0,1, e,t
1,0,0,1,0,1,1,1,0,0,id,e
0,1,0,0,0,0,0,0,0,0,tr,a
1,0,0,1,0,1,1,1,0,1,n ,y
0,0,0,0,0,0,0,0,0,0,ew, 
1,0,0,1,0,1,1,1,0,1, i,F
0,0,1,0,1,0,1,0,0,1,d ,:
0,0,1,0,0,0,1,1,0,1, T,""""
0,1,1,1,1,1,0,1,0,0,gi,u
1,0,0,1,0,1,1,1,0,0,et, 
0,0,1,0,0,1,0,1,0,0,cd,e
1,0,0,1,0,1,1,1,0,1, o,h
0,0,1,0,1,0,0,0,0,0,so,h
0,0,0,0,0,0,0,0,0,0,xt, 
1,0,0,1,0,1,1,1,0,0,po,r
1,0,0,1,0,1,1,1,0,0,pi,r
0,0,1,0,0,1,0,0,0,0,nt, 
1,0,0,1,0,1,1,1,0,0,ti,h
0,1,1,1,1,0,1,1,0,1,n ,y
1,0,0,1,0,1,1,1,0,1,t ,z
0,0,0,0,0,0,0,0,0,0,dm, 
0,1,1,1,1,1,1,1,0,1,t ,o
1,0,0,1,0,1,1,1,0,0,ol,w
0,0,0,1,0,1,0,0,1,1, 1,4
0,0,1,0,0,1,0,0,0,0,ts, 
1,0,0,1,0,1,1,1,0,0,cn,o
0,0,1,0,0,1,0,0,0,0,ht, 
0,0,1,0,0,1,0,0,0,0,ro, 
0,0,1,0,1,0,0,0,0,0,ot, 
1,0,0,1,0,1,1,1,0,0,wu,o
1,0,0,1,0,1,1,1,0,0,Aa,r
0,1,1,0,0,0,0,0,0,0,rb,a
0,0,0,0,1,1,0,0,0,1,a ,","
0,0,0,0,0,0,0,0,0,0,",a", 
0,1,1,1,1,1,0,1,0,0,hr,u
0,1,1,1,1,1,1,0,0,0,ig,n
1,0,0,1,0,1,1,1,0,0,hd,e
0,0,1,0,1,0,0,0,0,0,dt, 
1,0,0,1,0,1,1,1,0,0,ra,e
0,1,1,0,0,0,0,0,0,1,c ,h
0,0,0,1,0,1,1,0,0,1, .,6
1,0,0,1,0,1,1,1,0,1,a ,y
1,0,0,1,0,1,1,1,0,1, h,t
1,0,0,1,0,1,1,1,0,1,r ,","
0,0,1,0,1,0,0,0,0,0,rr, 
0,0,1,0,0,1,0,0,0,1,e ,d
0,1,1,0,0,0,0,0,0,0,df, 
0,0,1,0,0,1,0,0,0,0,df, 
0,0,0,0,1,1,0,0,0,1,s ,","
0,1,1,0,0,0,0,0,0,0,dM, 
1,0,0,1,0,1,1,1,0,0,ao,s
0,0,1,0,0,1,0,0,0,0,oi, 
0,1,1,0,0,0,0,0,0,0,eo,p
